session.code,participant.code,participant.label,Q1.1,Q1.1_score,Q1.2,Q1.2_score,Q1.3,Q1.3_score,Q1.4,Q1.4_score,Q1.5,Q1.5_score,Q3.1_sure_offer,Q3.1_choice,Q3.2_sure_offer,Q3.2_choice,Q3.3_sure_offer,Q3.3_choice,Q3.4_sure_offer,Q3.4_choice,Q3.5_sure_offer,Q3.5_choice,Q4.1_today_offer,Q4.1_choice,Q4.2_today_offer,Q4.2_choice,Q4.3_today_offer,Q4.3_choice,Q4.4_today_offer,Q4.4_choice,Q4.5_today_offer,Q4.5_choice
p66lw61j,0yrbr2jx,p10,A,0,E,0,C,0,C,0,B,1,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,Sure Payment,90,Sure Payment,154,Today,185,Today,202,Today,210,Today,215,Today
p66lw61j,41n967vf,p06,B,0,C,1,E,1,A,0,B,1,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,Sure Payment,90,50/50 Chance,154,Today,185,Today,202,In 12 Months,193,In 12 Months,189,In 12 Months
p66lw61j,vkzrxhgy,p07,D,1,C,1,C,0,B,1,B,1,160,Sure Payment,80,Sure Payment,40,50/50 Chance,60,Sure Payment,50,50/50 Chance,154,In 12 Months,125,In 12 Months,112,Today,119,In 12 Months,116,In 12 Months
p66lw61j,fw9d7pe1,p04,D,1,C,1,No Answer,0,B,1,No Answer,0,160,Sure Payment,80,Sure Payment,40,Sure Payment,20,50/50 Chance,30,50/50 Chance,154,Today,185,Today,202,In 12 Months,193,In 12 Months,189,Today
p66lw61j,baly09q8,p03,A,0,C,1,C,0,B,1,B,1,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,Sure Payment,90,50/50 Chance,154,In 12 Months,125,In 12 Months,112,In 12 Months,106,In 12 Months,103,In 12 Months
p66lw61j,bzz4b91z,p01,D,1,C,1,B,0,F,0,B,1,160,50/50 Chance,240,50/50 Chance,280,Sure Payment,260,Sure Payment,250,Sure Payment,154,In 12 Months,125,Today,139,Today,146,Today,150,Today
a2ehf0h4,d2sp7ab6,p13,D,1,C,1,D,0,A,0,B,1,160,Sure Payment,80,50/50 Chance,120,50/50 Chance,140,Sure Payment,130,50/50 Chance,154,Today,185,In 12 Months,169,Today,177,In 12 Months,173,Today
a2ehf0h4,nxc5jidi,p10,D,1,C,1,C,0,D,0,B,1,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,Sure Payment,90,Sure Payment,154,In 12 Months,125,In 12 Months,112,Today,119,Today,122,In 12 Months
a2ehf0h4,vivb97ij,p05,D,1,C,1,E,1,B,1,B,1,160,Sure Payment,80,50/50 Chance,120,50/50 Chance,140,Sure Payment,130,50/50 Chance,154,In 12 Months,125,Today,139,In 12 Months,132,Today,136,In 12 Months
a2ehf0h4,mhqpmc45,p14,A,0,C,1,No Answer,0,E,0,B,1,160,Sure Payment,80,50/50 Chance,120,50/50 Chance,140,Sure Payment,130,50/50 Chance,154,In 12 Months,125,In 12 Months,112,In 12 Months,106,Today,109,Today
a2ehf0h4,j8a6yk9r,p12,D,1,C,1,E,1,B,1,B,1,160,Sure Payment,80,Sure Payment,40,50/50 Chance,60,50/50 Chance,70,50/50 Chance,154,Today,185,Today,202,In 12 Months,193,In 12 Months,189,In 12 Months
a2ehf0h4,zra2d4h1,p09,D,1,A,0,C,0,B,1,B,1,160,Sure Payment,80,Sure Payment,40,Sure Payment,20,Sure Payment,10,Sure Payment,154,Today,185,In 12 Months,169,In 12 Months,161,In 12 Months,158,In 12 Months
a2ehf0h4,mgwrgjsi,p07,D,1,C,1,C,0,B,1,B,1,160,50/50 Chance,240,Sure Payment,200,Sure Payment,180,50/50 Chance,190,50/50 Chance,154,In 12 Months,125,In 12 Months,112,Today,119,Today,122,In 12 Months
a2ehf0h4,oa7qot79,p02,D,1,C,1,E,1,No Answer,0,B,1,160,50/50 Chance,240,Sure Payment,200,50/50 Chance,220,Sure Payment,210,Sure Payment,154,In 12 Months,125,In 12 Months,112,Today,119,In 12 Months,116,In 12 Months
a2ehf0h4,wgrvj2qu,p06,D,1,E,0,B,0,D,0,D,0,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,Sure Payment,90,50/50 Chance,154,Today,185,Today,202,In 12 Months,193,In 12 Months,189,In 12 Months
a2ehf0h4,mj45bz4p,p08,D,1,C,1,E,1,No Answer,0,B,1,160,Sure Payment,80,Sure Payment,40,50/50 Chance,60,Sure Payment,50,Sure Payment,154,In 12 Months,125,Today,139,Today,146,In 12 Months,143,Today
785y9gdo,i20oxo6g,p11,D,1,B,0,D,0,D,0,B,1,160,Sure Payment,80,50/50 Chance,120,50/50 Chance,140,50/50 Chance,150,Sure Payment,154,Today,185,Today,202,Today,210,Today,215,Today
785y9gdo,rvh7gks4,p10,D,1,A,0,E,1,B,1,B,1,160,Sure Payment,80,50/50 Chance,120,50/50 Chance,140,50/50 Chance,150,Sure Payment,154,In 12 Months,125,In 12 Months,112,Today,119,Today,122,Today
785y9gdo,lqrzksbg,p05,D,1,C,1,E,1,B,1,B,1,160,Sure Payment,80,50/50 Chance,120,50/50 Chance,140,50/50 Chance,150,50/50 Chance,154,Today,185,Today,202,In 12 Months,193,In 12 Months,189,In 12 Months
785y9gdo,chdaoiid,p03,D,1,E,0,E,1,A,0,B,1,160,Sure Payment,80,50/50 Chance,120,50/50 Chance,140,Sure Payment,130,50/50 Chance,154,Today,185,Today,202,Today,210,Today,215,Today
785y9gdo,mqbekrho,p12,D,1,C,1,E,1,B,1,D,0,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,50/50 Chance,110,Sure Payment,154,Today,185,Today,202,In 12 Months,193,In 12 Months,189,Today
785y9gdo,4ui9hc24,p09,D,1,E,0,B,0,B,1,B,1,160,50/50 Chance,240,50/50 Chance,280,50/50 Chance,300,Sure Payment,290,50/50 Chance,154,In 12 Months,125,In 12 Months,112,In 12 Months,106,In 12 Months,103,In 12 Months
785y9gdo,2eomabqc,p07,D,1,C,1,E,1,B,1,B,1,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,50/50 Chance,110,Sure Payment,154,In 12 Months,125,Today,139,In 12 Months,132,In 12 Months,129,In 12 Months
785y9gdo,zzvqana0,p01,D,1,C,1,E,1,No Answer,0,B,1,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,Sure Payment,90,50/50 Chance,154,In 12 Months,125,In 12 Months,112,In 12 Months,106,In 12 Months,103,In 12 Months
785y9gdo,6v2355zp,p04,D,1,E,0,C,0,D,0,B,1,160,50/50 Chance,240,Sure Payment,200,Sure Payment,180,50/50 Chance,190,Sure Payment,154,Today,185,Today,202,Today,210,Today,215,Today
785y9gdo,7wt8yym8,p02,D,1,C,1,E,1,E,0,D,0,160,Sure Payment,80,Sure Payment,40,Sure Payment,20,Sure Payment,10,50/50 Chance,154,In 12 Months,125,In 12 Months,112,In 12 Months,106,In 12 Months,103,Today
785y9gdo,li03h52g,p06,D,1,E,0,C,0,No Answer,0,B,1,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,50/50 Chance,110,50/50 Chance,154,Today,185,Today,202,In 12 Months,193,In 12 Months,189,In 12 Months
785y9gdo,capu8o1s,p13,D,1,C,1,E,1,D,0,B,1,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,Sure Payment,90,50/50 Chance,154,In 12 Months,125,In 12 Months,112,Today,119,Today,122,Today
yq06059v,fs6l5l21,p06,B,0,D,0,D,0,E,0,D,0,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,Sure Payment,90,Sure Payment,154,In 12 Months,125,In 12 Months,112,In 12 Months,106,In 12 Months,103,Today
yq06059v,668ps4i5,p07,D,1,C,1,C,0,B,1,B,1,160,Sure Payment,80,Sure Payment,40,50/50 Chance,60,Sure Payment,50,50/50 Chance,154,Today,185,Today,202,In 12 Months,193,Today,197,Today
yq06059v,mgtb3nv0,p09,D,1,E,0,E,1,B,1,B,1,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,Sure Payment,90,50/50 Chance,154,Today,185,Today,202,In 12 Months,193,Today,197,Today
yq06059v,04b7sq11,p08,A,0,C,1,E,1,A,0,B,1,160,50/50 Chance,240,Sure Payment,200,50/50 Chance,220,50/50 Chance,230,50/50 Chance,154,In 12 Months,125,In 12 Months,112,Today,119,Today,122,Today
yq06059v,1htdpw0k,p03,D,1,C,1,E,1,No Answer,0,B,1,160,50/50 Chance,240,Sure Payment,200,Sure Payment,180,50/50 Chance,190,50/50 Chance,154,Today,185,Today,202,Today,210,Today,215,Today
yq06059v,v5vrg7tz,p05,A,0,E,0,E,1,B,1,D,0,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,Sure Payment,90,50/50 Chance,154,Today,185,In 12 Months,169,In 12 Months,161,In 12 Months,158,In 12 Months
yq06059v,tduklotz,p02,D,1,C,1,E,1,B,1,B,1,160,50/50 Chance,240,Sure Payment,200,Sure Payment,180,Sure Payment,170,50/50 Chance,154,In 12 Months,125,Today,139,Today,146,In 12 Months,143,In 12 Months
yq06059v,mp20slc0,p04,E,0,E,0,E,1,B,1,F,0,160,50/50 Chance,240,Sure Payment,200,Sure Payment,180,Sure Payment,170,Sure Payment,154,In 12 Months,125,In 12 Months,112,Today,119,Today,122,In 12 Months
yq06059v,hcs619b2,p10,D,1,A,0,E,1,A,0,F,0,160,50/50 Chance,240,Sure Payment,200,Sure Payment,180,50/50 Chance,190,50/50 Chance,154,In 12 Months,125,In 12 Months,112,Today,119,Today,122,In 12 Months
yq06059v,p8ywwhae,p01,A,0,A,0,C,0,F,0,B,1,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,50/50 Chance,110,50/50 Chance,154,Today,185,In 12 Months,169,In 12 Months,161,In 12 Months,158,In 12 Months
c9oliyzc,e2546rj5,p06,D,1,E,0,A,0,D,0,B,1,160,Sure Payment,80,Sure Payment,40,50/50 Chance,60,Sure Payment,50,50/50 Chance,154,Today,185,In 12 Months,169,In 12 Months,161,In 12 Months,158,Today
c9oliyzc,zaqedj3d,p02,D,1,C,1,E,1,B,1,E,0,160,50/50 Chance,240,Sure Payment,200,50/50 Chance,220,Sure Payment,210,Sure Payment,154,In 12 Months,125,In 12 Months,112,In 12 Months,106,In 12 Months,103,In 12 Months
c9oliyzc,hoy3pfhe,p04,A,0,C,1,E,1,B,1,C,0,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,Sure Payment,90,50/50 Chance,154,In 12 Months,125,In 12 Months,112,In 12 Months,106,Today,109,Today
c9oliyzc,5j2i1vhn,p05,D,1,C,1,No Answer,0,B,1,B,1,160,Sure Payment,80,Sure Payment,40,Sure Payment,20,50/50 Chance,30,Sure Payment,154,Today,185,In 12 Months,169,In 12 Months,161,In 12 Months,158,In 12 Months
c9oliyzc,zspyqro9,p01,D,1,A,0,E,1,B,1,E,0,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,Sure Payment,90,50/50 Chance,154,Today,185,Today,202,In 12 Months,193,Today,197,In 12 Months
c9oliyzc,0302jtuk,p03,D,1,C,1,E,1,B,1,B,1,160,Sure Payment,80,Sure Payment,40,50/50 Chance,60,Sure Payment,50,Sure Payment,154,Today,185,In 12 Months,169,Today,177,Today,181,In 12 Months
c9oliyzc,6flwmngp,p07,A,0,A,0,E,1,C,0,B,1,160,Sure Payment,80,Sure Payment,40,50/50 Chance,60,50/50 Chance,70,50/50 Chance,154,In 12 Months,125,In 12 Months,112,Today,119,Today,122,Today
c9oliyzc,4l3lx5qd,p08,No Answer,0,C,1,D,0,B,1,B,1,160,Sure Payment,80,50/50 Chance,120,Sure Payment,100,Sure Payment,90,Sure Payment,154,In 12 Months,125,In 12 Months,112,In 12 Months,106,Today,109,In 12 Months
